,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_GOODS_PRICE,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION
9650,1498418,306916,Cash loans,26574.255,225000.0,289732.5,225000.0,Car repairs,Approved,-428,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
9741,1360308,316500,Cash loans,35964.0,675000.0,675000.0,675000.0,Buying a used car,Approved,-576,XNA,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,24.0,low_normal,Cash Street: low
9771,2382660,241034,Cash loans,14570.64,315000.0,367389.0,315000.0,Repairs,Approved,-1506,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low
9831,1353508,177555,Cash loans,30074.85,450000.0,491580.0,450000.0,Repairs,Approved,-586,Cash through the bank,XAP,New,XNA,Cash,walk-in,Contact center,-1,XNA,24.0,middle,Cash Street: middle
9915,1968554,349985,Cash loans,16346.25,135000.0,152820.0,135000.0,Repairs,Approved,-151,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
10061,2487476,261100,Cash loans,25932.915,450000.0,533160.0,450000.0,Repairs,Approved,-607,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
10245,1034777,232502,Cash loans,12743.19,54000.0,62842.5,54000.0,Wedding / gift / holiday,Approved,-677,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),40,XNA,6.0,high,Cash Street: high
10316,1326831,328777,Cash loans,5340.6,45000.0,45000.0,45000.0,Urgent needs,Approved,-866,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,36,Connectivity,12.0,high,Cash Street: high
10492,1438133,210580,Cash loans,38581.425,450000.0,481185.0,450000.0,Buying a used car,Approved,-708,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
10509,1486607,397500,Cash loans,5693.085,45000.0,47970.0,45000.0,Urgent needs,Approved,-644,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
10824,1954182,262519,Cash loans,25450.47,225000.0,239850.0,225000.0,Repairs,Approved,-286,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
10854,2132508,260850,Cash loans,59765.715,2025000.0,2265570.0,2025000.0,Repairs,Approved,-723,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low
11065,1872180,407637,Cash loans,31401.315,229500.0,263488.5,229500.0,Urgent needs,Approved,-522,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
11115,1028450,264119,Cash loans,21500.1,270000.0,270000.0,270000.0,Repairs,Approved,-341,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,34,Connectivity,18.0,middle,Cash Street: middle
11295,2598466,376093,Cash loans,27088.65,319500.0,400423.5,319500.0,Car repairs,Approved,-624,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
11393,1817922,331959,Cash loans,5693.085,45000.0,47970.0,45000.0,Medicine,Approved,-678,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
11432,2445361,265404,Cash loans,14591.025,67500.0,71955.0,67500.0,Repairs,Approved,-476,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,6.0,high,Cash Street: high
11474,1393861,308228,Cash loans,12204.81,135000.0,152820.0,135000.0,Furniture,Approved,-514,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
11504,2121256,395348,Cash loans,56548.62,1800000.0,2013840.0,1800000.0,Repairs,Approved,-463,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
11594,1343724,196236,Cash loans,14220.81,225000.0,269104.5,225000.0,Urgent needs,Approved,-427,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,32,Connectivity,36.0,middle,Cash Street: middle
11689,1101817,268214,Cash loans,40783.995,1350000.0,1546020.0,1350000.0,Repairs,Approved,-781,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low
11958,1797315,277521,Cash loans,38522.34,675000.0,756081.0,675000.0,Repairs,Approved,-586,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,42.0,middle,Cash Street: middle
12247,1622048,243260,Cash loans,18282.555,180000.0,270252.0,180000.0,Wedding / gift / holiday,Approved,-557,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
12316,2319099,360220,Cash loans,10745.28,90000.0,95940.0,90000.0,Medicine,Approved,-2303,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
12347,2113574,332572,Cash loans,70019.64,337500.0,345298.5,337500.0,Repairs,Approved,-760,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),9,XNA,6.0,high,Cash Street: high
12373,1829997,292492,Cash loans,17801.91,315000.0,367389.0,315000.0,Education,Approved,-1785,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
12447,1681996,429750,Cash loans,16227.54,180000.0,203760.0,180000.0,Purchase of electronic equipment,Approved,-1851,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,high,Cash Street: high
12478,2424336,295681,Cash loans,56247.66,675000.0,841653.0,675000.0,Repairs,Approved,-389,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
12503,1316280,208103,Cash loans,18282.555,180000.0,270252.0,180000.0,Repairs,Approved,-464,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
12612,1873549,114639,Cash loans,10921.365,148500.0,163201.5,148500.0,Repairs,Approved,-120,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,low_normal,Cash Street: low
12674,1605317,375940,Cash loans,17209.755,135000.0,143910.0,135000.0,Car repairs,Approved,-564,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
12722,1696525,252384,Cash loans,9426.24,45000.0,46485.0,45000.0,Everyday expenses,Approved,-366,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,20,Connectivity,6.0,high,Cash Street: high
12877,1681427,198964,Cash loans,10449.0,112500.0,112500.0,112500.0,Repairs,Approved,-561,XNA,XAP,Repeater,XNA,Cash,walk-in,Country-wide,29,Connectivity,18.0,high,Cash Street: high
12888,2370477,383947,Cash loans,25932.915,450000.0,533160.0,450000.0,Repairs,Approved,-729,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
12910,2652876,376774,Cash loans,58870.935,463500.0,546619.5,463500.0,Buying a new car,Approved,-406,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
12922,2059025,398143,Cash loans,31367.88,315000.0,340573.5,315000.0,Buying a used car,Approved,-698,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,32,Connectivity,18.0,high,Cash Street: high
13199,1880269,146602,Cash loans,11240.865,135000.0,170640.0,135000.0,Repairs,Approved,-93,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
13206,2335361,327298,Cash loans,11386.17,90000.0,95940.0,90000.0,Urgent needs,Approved,-581,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),100,XNA,12.0,high,Cash Street: high
13276,2725944,114280,Cash loans,13363.965,135000.0,170176.5,135000.0,Repairs,Approved,-456,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,18.0,middle,Cash Street: middle
13277,1128351,401248,Cash loans,12074.31,135000.0,152820.0,135000.0,Repairs,Approved,-701,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),1,XNA,24.0,high,Cash Street: high
13394,1469461,147720,Cash loans,10505.97,81000.0,97780.5,81000.0,Repairs,Approved,-429,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
13432,1910308,189207,Cash loans,27574.47,675000.0,767664.0,675000.0,Building a house or an annex,Approved,-749,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low
13469,1134006,181452,Cash loans,40389.03,675000.0,744498.0,675000.0,Building a house or an annex,Approved,-430,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
13544,2110753,257588,Cash loans,13094.1,103500.0,110331.0,103500.0,Repairs,Approved,-449,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,23,Connectivity,12.0,high,Cash Street: high
13637,1887297,430894,Cash loans,48595.5,450000.0,450000.0,450000.0,Everyday expenses,Approved,-574,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
13646,1441951,359053,Cash loans,53225.82,225000.0,261837.0,225000.0,Repairs,Approved,-731,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,50,Connectivity,6.0,high,Cash Street: high
13749,2387536,388516,Cash loans,32991.795,157500.0,162697.5,157500.0,Repairs,Approved,-749,XNA,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),3,XNA,6.0,high,Cash Street: high
13756,2428958,448716,Cash loans,8539.605,67500.0,71955.0,67500.0,Urgent needs,Approved,-413,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
13775,1514737,133778,Cash loans,48242.385,337500.0,405391.5,337500.0,Urgent needs,Approved,-395,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
13791,2183656,224137,Cash loans,20073.375,382500.0,519363.0,382500.0,Repairs,Approved,-564,XNA,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,42.0,low_normal,Cash Street: low
14203,2726465,277075,Cash loans,15928.785,67500.0,78552.0,67500.0,Car repairs,Approved,-604,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
14206,2288306,239669,Cash loans,21490.56,180000.0,191880.0,180000.0,Buying a used car,Approved,-2267,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
14279,2099254,366885,Cash loans,16099.065,180000.0,203760.0,180000.0,Buying a used car,Approved,-453,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
14408,1159715,251591,Cash loans,40389.03,675000.0,744498.0,675000.0,Buying a home,Approved,-531,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
14462,2051515,442636,Cash loans,65409.03,675000.0,698166.0,675000.0,Journey,Approved,-222,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low
14776,1585348,384114,Cash loans,12513.6,495000.0,495000.0,495000.0,Buying a used car,Approved,-171,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_action,Cash Street: low
15154,2660680,218190,Cash loans,31043.43,315000.0,458883.0,315000.0,Repairs,Approved,-754,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
15331,2527121,309464,Cash loans,33100.92,337500.0,360891.0,337500.0,Building a house or an annex,Approved,-473,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,18.0,high,Cash Street: high
15405,2103913,155144,Cash loans,14614.11,247500.0,274288.5,247500.0,Repairs,Approved,-559,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,24.0,low_normal,Cash Street: low
15455,1319129,250325,Cash loans,32647.68,900000.0,1004544.0,900000.0,Building a house or an annex,Approved,-462,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,48.0,low_normal,Cash Street: low
15462,1272117,335227,Cash loans,9426.24,45000.0,46485.0,45000.0,Repairs,Approved,-578,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,6.0,high,Cash Street: high
15587,2035654,326657,Cash loans,5693.085,45000.0,47970.0,45000.0,Everyday expenses,Approved,-350,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
15598,2809506,424567,Cash loans,19739.565,135000.0,165226.5,135000.0,Repairs,Approved,-749,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
15719,2183931,215963,Cash loans,27202.41,450000.0,559260.0,450000.0,Education,Approved,-872,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
15766,2513577,429530,Cash loans,34906.5,900000.0,900000.0,900000.0,Buying a used car,Approved,-1500,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,42.0,middle,Cash Street: middle
15842,2690616,157481,Cash loans,18852.435,90000.0,92970.0,90000.0,Urgent needs,Approved,-370,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,30,Connectivity,6.0,high,Cash Street: high
15847,2391428,421237,Cash loans,40804.065,675000.0,838899.0,675000.0,Building a house or an annex,Approved,-397,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
15915,1636404,133635,Cash loans,28941.48,900000.0,1030680.0,900000.0,Urgent needs,Approved,-538,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
16061,2130364,248452,Cash loans,6536.34,45000.0,55075.5,45000.0,Repairs,Approved,-826,Non-cash from your account,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
16134,2613483,362765,Cash loans,7070.985,81000.0,106596.0,81000.0,Repairs,Approved,-341,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
16219,1977791,418750,Cash loans,75322.98,675000.0,698166.0,675000.0,Repairs,Approved,-484,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
16222,1950129,426943,Cash loans,33231.42,337500.0,360891.0,337500.0,Repairs,Approved,-676,XNA,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
16454,2593236,136175,Cash loans,13201.605,90000.0,110146.5,90000.0,Repairs,Approved,-1660,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
16501,1307371,292919,Cash loans,33490.485,450000.0,481185.0,450000.0,Repairs,Approved,-532,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,low_normal,Cash Street: low
16509,2661063,180906,Cash loans,15300.45,495000.0,495000.0,495000.0,Repairs,Approved,-790,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,54.0,low_normal,Cash Street: low
16544,1450246,386274,Cash loans,15944.58,135000.0,173839.5,135000.0,Urgent needs,Approved,-616,XNA,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,18.0,high,Cash Street: high
16783,2728294,393277,Cash loans,28465.38,225000.0,239850.0,225000.0,Repairs,Approved,-601,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
16801,2403947,408312,Cash loans,10618.335,45000.0,52366.5,45000.0,Everyday expenses,Approved,-2111,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,6.0,high,Cash Street: high
17129,2256922,171551,Cash loans,22853.79,225000.0,337824.0,225000.0,Repairs,Approved,-665,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
17152,2058705,326473,Cash loans,40389.03,675000.0,744498.0,675000.0,Urgent needs,Approved,-531,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
17283,2332482,144108,Cash loans,25699.815,450000.0,491580.0,450000.0,Repairs,Approved,-400,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
17331,1409717,360028,Cash loans,17244.45,360000.0,439834.5,360000.0,Repairs,Approved,-1467,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
17358,1460704,325401,Cash loans,16274.79,135000.0,143910.0,135000.0,Repairs,Approved,-2044,XNA,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
17362,2408438,336389,Cash loans,23339.61,405000.0,479844.0,405000.0,Repairs,Approved,-540,XNA,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,48.0,middle,Cash Street: middle
17390,1150361,234137,Cash loans,61076.25,1125000.0,1125000.0,1125000.0,Buying a used car,Approved,-689,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,24.0,low_normal,Cash Street: low
17449,2032538,423980,Cash loans,24765.075,270000.0,292455.0,270000.0,Everyday expenses,Approved,-2057,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
17480,1563554,294399,Cash loans,28595.88,225000.0,239850.0,225000.0,Repairs,Approved,-461,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,12.0,high,Cash Street: high
17537,1307553,158758,Cash loans,5823.585,45000.0,47970.0,45000.0,Repairs,Approved,-509,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
17589,1794410,219855,Cash loans,18852.435,90000.0,92970.0,90000.0,Urgent needs,Approved,-679,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,55,Connectivity,6.0,high,Cash Street: high
17596,1690823,182396,Cash loans,15928.785,67500.0,78552.0,67500.0,Car repairs,Approved,-562,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
17773,2027631,208504,Cash loans,10941.03,135000.0,161730.0,135000.0,Medicine,Approved,-696,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
17874,1868795,108851,Cash loans,71102.88,1125000.0,1347156.0,1125000.0,Journey,Approved,-517,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
18215,2835411,325998,Cash loans,29129.805,337500.0,368685.0,337500.0,Buying a used car,Approved,-463,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,9,Connectivity,24.0,high,Cash Street: high
18217,2839056,339493,Cash loans,17079.255,135000.0,143910.0,135000.0,Urgent needs,Approved,-633,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,12.0,high,Cash Street: high
18225,1923077,309869,Cash loans,25932.915,450000.0,533160.0,450000.0,Repairs,Approved,-739,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,48.0,middle,Cash Street: middle
18370,1283983,108283,Cash loans,10745.28,90000.0,95940.0,90000.0,Purchase of electronic equipment,Approved,-2078,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
18673,2541299,449566,Cash loans,16725.96,472500.0,547344.0,472500.0,Repairs,Approved,-204,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_action,Cash Street: low
19006,1130182,208476,Cash loans,25742.52,292500.0,324162.0,292500.0,Payments on other loans,Approved,-418,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,50,Connectivity,24.0,high,Cash Street: high
